FID,the_geom,UNIQUENUM,IDNUM,NAME,LONGITUDE,LATITUDE,COUNTRY,REGION,REVBIS,DESCRIPTIO,JUSTIFICAT,DATEINSCRI,SECDATE,DANGER,AREAHA,CRITERIA,CATSHORT,CATFIN,TRANSBOUND
worldheritagesites.958,POINT (62.1775 37.70083),1038,886,State Historical and Cultural Park ?Ancient Merv?,62.1775,37.70083,Turkmenistan,Asia and the Pacific,,"<p>Merv is the oldest and best-preserved of the oasis-cities along the Silk Route in Central Asia. The remains in this vast oasis span 4,000 years of human history. A number of monuments are still visible, particularly from the last two millennia.</p>",<p>Criterion (ii): The cities of the Merv oasis have exerted considerable influence over the cultures of Central Asia and Iran for four millennia. The Seljuk city in particular influenced architecture and architectural decoration and scientific and cultu,1999,,,353.24,(ii)(iii),C,C,0
worldheritagesites.959,POINT (59.08494 42.18318),1376,1199,Kunya-Urgench,59.08494,42.18318,Turkmenistan,Asia and the Pacific,,"<p>Kunya-Urgench is situated in north-western Turkmenistan, on the left bank of the Amu Daria River. Urgench was the capital of the Khorezm region, part of the Achaemenid Empire. The old town contains a series of monuments mainly from the 11th to 16th ce","<p><em>Criterion (ii): </em>The tradition of architecture expressed in the design and craftsmanship of Kunya-Urgench has been influential in the wider region to the south and southwest i.e. in Iran and Afghanistan, and later in the architecture of the Mo",2005,,,0,(ii)(iii),C,C,0
worldheritagesites.960,POINT (58.19861111 37.99972222),1471,1242,Parthian Fortresses of Nisa,58.19861111,37.99972222,Turkmenistan,Asia and the Pacific,,"<p>The Parthian Fortresses of Nisa consist of two tells of Old and New Nisa, indicating the site of one of the earliest and most important cities of the Parthian Empire, a major power from the mid 3rd century BC to the 3rd century AD. They conserve the u",,2007,,,77.905,(ii)(iii),C,C,0
worldheritagesites.961,POINT (32.55138889 0.348611111),1192,1022,Tombs of Buganda Kings at Kasubi,32.55138889,0.348611111,Uganda,Africa,,"<p>The Tombs of Buganda Kings at Kasubi constitute a site embracing almost 30 ha of hillside within Kampala district. Most of the site is agricultural, farmed by traditional methods. At its core on the hilltop is the former palace of the Kabakas of Bugan",<p>Criterion i The Kasubi Tombs site is a masterpiece of human creativity both in its conception and its execution. Criterion iii The Kasubi Tombs site bears eloquent witness to the living cultural traditions of the Baganda. Criterion iv The spatial orga,2001,,2010,26.8,(i)(iii)(iv)(vi),C,CD,0
worldheritagesites.962,POINT (29.92416667 0.223611111),808,684,Rwenzori Mountains National Park,29.92416667,0.223611111,Uganda,Africa,,"<p>The Rwenzori Mountains National Park covers nearly 100,000 ha in western Uganda and comprises the main part of the Rwenzori mountain chain, which includes Africa's third highest peak (Mount Margherita: 5,109 m). The region's glaciers, waterfalls and l",,1994,,1999-2004,99600,(vii)(x),N,N,0
worldheritagesites.963,POINT (29.66138889 -1.080555556),806,682,Bwindi Impenetrable National Park,29.66138889,-1.080555556,Uganda,Africa,,"<p>Located in south-western Uganda, at the junction of the plain and mountain forests, Bwindi Park covers 32,000 ha and is known for its exceptional biodiversity, with more than 160 species of trees and over 100 species of ferns. Many types of birds and",,1994,,,32092,(vii)(x),N,N,0
worldheritagesites.964,POINT (30.51686 50.45258),617,527,"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra",30.51686,50.45258,Ukraine,Europe and North America,Bis,"<p>Designed to rival Hagia Sophia in Constantinople, Kiev's Saint-Sophia Cathedral symbolizes the 'new Constantinople', capital of the Christian principality of Kiev, which was created in the 11th century in a region evangelized after the baptism of St V",,1990,,,28.52,(i)(ii)(iii)(iv),C,C,0
worldheritagesites.965,POINT (24.03198 49.84163),1632,865,L'viv ? the Ensemble of the Historic Centre,24.03198,49.84163,Ukraine,Europe and North America,Bis,"<p>The city of L''viv, founded in the late Middle Ages, was a flourishing administrative, religious and commercial centre for several centuries. The medieval urban topography has been preserved virtually intact (in particular, there is evidence of the di","<p><em>Criterion (ii):</em> In its urban fabric and its architecture, L?viv is an outstanding example of the fusion of the architectural and artistic traditions of eastern Europe with those of Italy and Germany.</p>
<p><em>Criterion (v):</em> The politic",1998,,,120,(ii)(v),C,C,0
worldheritagesites.966,POINT (25.92472222 48.29666667),1785,1330,Residence of Bukovinian and Dalmatian Metropolitans,25.92472222,48.29666667,Ukraine,Europe and North America,,"<p>The Residence of Bukovinian and Dalmatian Metropolitans represents a masterful synergy of architectural styles built by Czech architect Josef Hlavka from 1864 to 1882. The property, an outstanding example of 19th-century historicist architecture, also",,2011,,,8,(ii)(iii)(iv),C,C,0
worldheritagesites.967,POINT (33.49138889 44.61083333),1895,1411,Ancient City of Tauric Chersonese and its Chora,33.49138889,44.61083333,Ukraine,Europe and North America,,"<p>The site features the remains of a city founded by Dorian Greeks in the 5th century BC on the northern shores of the Black Sea. It encompasses six component sites with urban remains and agricultural lands divided into several hundreds of chora, rectan",,2013,,,259.3752,(ii)(v),C,C,0
worldheritagesites.968,POINT (55.80638889 24.06777778),1762,1343,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",55.80638889,24.06777778,United Arab Emirates,Arab States,,"<p>The Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas) constitute a serial property that testifies to sedentary human occupation of a desert region since the Neolithic period with vestiges of many prehistoric cultures. Remarkable",,2011,,,4945.45,(iii)(iv)(v),C,C,0
worldheritagesites.969,POINT (-2.994444444 53.40666667),1331,1150,Liverpool ? Maritime Mercantile City,-2.994444444,53.40666667,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,<p>Six areas in the historic centre and docklands of the maritime mercantile City of Liverpool bear witness to the development of one of the world&rsquo;s major trading centres in the 18th and 19th centuries. Liverpool played an important role in the gro,<p><em>Criterion (ii):</em> Liverpool was a major centre generating innovative technologies and methods in dock construction and port management in the 18th and 19th centuries. It thus contributed to the building up of the international mercantile system,2004,,2012,136,(ii)(iii)(iv),C,CD,0
worldheritagesites.970,POINT (-6.485277778 55.25),423,369,Giant's Causeway and Causeway Coast,-6.485277778,55.25,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>The Giant's Causeway lies at the foot of the basalt cliffs along the sea coast on the edge of the Antrim plateau in Northern Ireland. It is made up of some 40,000 massive black basalt columns sticking out of the sea. The dramatic sight has inspired le",,1986,,,70,(vii)(viii),N,N,0
worldheritagesites.971,POINT (-1.576111111 54.77472222),1634,370,Durham Castle and Cathedral,-1.576111111,54.77472222,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Bis,<p>Durham Cathedral was built in the late 11th and early 12th centuries to house the relics of St Cuthbert (evangelizer of Northumbria) and the Venerable Bede. It attests to the importance of the early Benedictine monastic community and is the largest an,,1986,,,8.79,(ii)(iv)(vi),C,C,0
worldheritagesites.972,POINT (-2.472777778 52.62638889),425,371,Ironbridge Gorge,-2.472777778,52.62638889,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>Ironbridge is known throughout the world as the symbol of the Industrial Revolution. It contains all the elements of progress that contributed to the rapid development of this industrial region in the 18th century, from the mines themselves to the rai",,1986,,,0,(i)(ii)(iv)(vi),C,C,0
worldheritagesites.973,POINT (-1.573055556 54.11611111),1930,372,Studley Royal Park including the Ruins of Fountains Abbey,-1.573055556,54.11611111,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Bis,"<p>A striking landscape was created around the ruins of the Cistercian Fountains Abbey and Fountains Hall Castle, in Yorkshire. The 18th-century landscaping, gardens and canal, the 19th-century plantations and vistas, and the neo-Gothic castle of Studley",,1986,,,309,(i)(iv),C,C,0
worldheritagesites.974,POINT (-1.825277778 51.17888889),1633,373,"Stonehenge, Avebury and Associated Sites",-1.825277778,51.17888889,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Bis,"<p>Stonehenge and Avebury, in Wiltshire, are among the most famous groups of megaliths in the world. The two sanctuaries consist of circles of menhirs arranged in a pattern whose astronomical significance is still being explored. These holy places and th",,1986,,,4985.4,(i)(ii)(iii),C,C,0
worldheritagesites.975,POINT (-4.276944444 53.13972222),429,374,Castles and Town Walls of King Edward in Gwynedd,-4.276944444,53.13972222,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>The castles of Beaumaris and Harlech (largely the work of the greatest military engineer of the time, James of St George) and the fortified complexes of Caernarfon and Conwy are located in the former principality of Gwynedd, in north Wales. These extr",,1986,,,6,(i)(iii)(iv),C,C,0
worldheritagesites.976,POINT (-8.576666667 57.81722222),447,387,St Kilda,-8.576666667,57.81722222,United Kingdom of Great Britain and Northern Ireland,Europe and North America,bis,"<p>This volcanic archipelago, with its spectacular landscapes, is situated off the coast of the Hebrides and comprises the islands of Hirta, Dun, Soay and Boreray. It has some of the highest cliffs in Europe, which have large colonies of rare and endange",,1986,"2004, 2005",,24201.4004,(iii)(v)(vii)(ix)(x),C/N,C/N,0
worldheritagesites.977,POINT (-1.361388889 51.84194444),492,425,Blenheim Palace,-1.361388889,51.84194444,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>Blenheim Palace, near Oxford, stands in a romantic park created by the famous landscape gardener 'Capability' Brown. It was presented by the English nation to John Churchill, first Duke of Marlborough, in recognition of his victory in 1704 over French",,1987,,,0,(ii)(iv),C,C,0
worldheritagesites.978,POINT (-0.128611111 51.49972222),1635,426,Palace of Westminster and Westminster Abbey including Saint Margaret?s Church,-0.128611111,51.49972222,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Bis,"<p>Westminster Palace, rebuilt from the year 1840 on the site of important medieval remains, is a fine example of neo-Gothic architecture. The site &ndash; which also comprises the small medieval Church of Saint Margaret, built in Perpendicular Gothic st",,1987,,,10.26,(i)(ii)(iv),C,C,0
worldheritagesites.979,POINT (-3.783055556 55.66333333),497,429,New Lanark,-3.783055556,55.66333333,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Rev,"<p>New Lanark is a small 18th- century village set in a sublime Scottish landscape where the philanthropist and Utopian idealist Robert Owen moulded a model industrial community in the early 19th century. The imposing cotton mill buildings, the spacious",<p><em>Criterion (ii):</em> When Richard Arkwright&rsquo;s new factory system for textile production was brought to New Lanark the need to provide housing and other facilities to the workers and managers was recognized. It was there that Robert Owen crea,2001,,,146,(ii)(iv)(vi),C,C,0
worldheritagesites.980,POINT (-128.3333333 -24.36666667),566,487,Henderson Island,-128.3333333,-24.36666667,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>Henderson Island, which lies in the eastern South Pacific, is one of the few atolls in the world whose ecology has been practically untouched by a human presence. Its isolated location provides the ideal context for studying the dynamics of insular ev",,1988,,,3700,(vii)(x),N,N,0
worldheritagesites.981,POINT (-0.076111111 51.50805556),567,488,Tower of London,-0.076111111,51.50805556,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>The massive White Tower is a typical example of Norman military architecture, whose influence was felt throughout the kingdom. It was built on the Thames by William the Conqueror to protect London and assert his power. The Tower of London &ndash; an i",,1988,,,0,(ii)(iv),C,C,0
worldheritagesites.982,POINT (1.083333333 51.28),578,496,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",1.083333333,51.28,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>Canterbury, in Kent, has been the seat of the spiritual head of the Church of England for nearly five centuries. Canterbury's other important monuments are the modest Church of St Martin, the oldest church in England; the ruins of the Abbey of St Augu",,1988,,,18.17,(i)(ii)(vi),C,C,0
worldheritagesites.983,POINT (-3.188666667 58.99605556),2125,514,Heart of Neolithic Orkney,-3.188666667,58.99605556,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>The group of Neolithic monuments on Orkney consists of a large chambered tomb (Maes Howe), two ceremonial stone circles (the Stones of Stenness and the Ring of Brodgar) and a settlement (Skara Brae), together with a number of unexcavated burial, cerem","<p><em>Criteria (i), (ii), (iii), and (iv):</em> The monuments of Orkney, dating back to 3000-2000 BC, are outstanding testimony to the cultural achievements of the Neolithic peoples of northern Europe.</p>",1999,,,15,(i)(ii)(iii)(iv),C,C,0
worldheritagesites.984,POINT (-3.216666667 55.95),860,728,Old and New Towns of Edinburgh,-3.216666667,55.95,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>Edinburgh has been the Scottish capital since the 15th century. It has two distinct areas: the Old Town, dominated by a medieval fortress; and the neoclassical New Town, whose development from the 18th century onwards had a far-reaching influence on E",,1995,,,0,(ii)(iv),C,C,0
worldheritagesites.985,POINT (-9.928611111 -40.32472222),874,740,Gough and Inaccessible Islands,-9.928611111,-40.32472222,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Bis,"<p>The site, located in the south Atlantic, is one of the least-disrupted island and marine ecosystems in the cool temperate zone. The spectacular cliffs of Gough and Inaccessible Islands, towering above the ocean, are free of introduced mammals and home",,1995,2004,,7900,(vii)(x),N,N,0
worldheritagesites.986,POINT (0 51.47777778),939,795,Maritime Greenwich,0,51.47777778,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>The ensemble of buildings at Greenwich, an outlying district of London, and the park in which they are set, symbolize English artistic and scientific endeavour in the 17th and 18th centuries. The Queen's House (by Inigo Jones) was the first Palladian","<p>The Committee decided to inscribe this property on the basis of cultural <em>criteria (i), (ii), (iv) and (vi)</em>, considering that the public and private buildings and the Royal Park at Greenwich form an exceptional ensemble that bears witness to h",1997,,,109.5,(i)(ii)(iv)(vi),C,C,0
worldheritagesites.987,POINT (-64.67777778 32.37944444),1147,983,"Historic Town of St George and Related Fortifications, Bermuda",-64.67777778,32.37944444,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>The Town of St George, founded in 1612, is an outstanding example of the earliest English urban settlement in the New World. Its associated fortifications graphically illustrate the development of English military engineering from the 17th to the 20th","<p><em>Criterion (iv):</em> The Historic Town of St George with its related fortifications is an outstanding example of a continuously occupied, fortified, colonial town dating from the early 17th century and the oldest English town in the New World.</p>",2000,,,257.5,(iv),C,C,0
worldheritagesites.988,POINT (-3.088055556 51.77638889),1148,984,Blaenavon Industrial Landscape,-3.088055556,51.77638889,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>The area around Blaenavon is evidence of the pre-eminence of South Wales as the world's major producer of iron and coal in the 19th century. All the necessary elements can still be seen - coal and ore mines, quarries, a primitive railway system, furna","<p><em>Criterion (iii):</em> The Blaenavon landscape constitutes an exceptional illustration in material form of the social and economic structure of 19th century industry.</p>
<p><em>Criterion (iv):</em> The components of the Blaenavon industrial landsc",2000,,,3290,(iii)(iv),C,C,0
worldheritagesites.989,POINT (-1.788333333 53.83916667),1201,1028,Saltaire,-1.788333333,53.83916667,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>Saltaire, West Yorkshire, is a complete and well-preserved industrial village of the second half of the 19th century. Its textile mills, public buildings and workers' housing are built in a harmonious style of high architectural standards and the urba","<p><em>Criterion (ii):</em> Saltaire is an outstanding and well preserved example of a mid 19th century industrial town, the layout of which was to exert a major influence on the development of the ?garden city? movement.</p>
<p><em>Criterion (iv):</em>",2001,,,20,(ii)(iv),C,C,0
worldheritagesites.990,POINT (-1.488055556 53.02888889),1203,1030,Derwent Valley Mills,-1.488055556,53.02888889,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>The Derwent Valley in central England contains a series of 18th- and 19th- century cotton mills and an industrial landscape of high historical and technological interest. The modern factory owes its origins to the mills at Cromford, where Richard Arkw","<p><em>Criterion (ii):</em> The Derwent Valley saw the birth of the factory system, when new types of building were erected to house the new technology for spinning cotton developed by Richard Arkwright in the early 19th century.</p>
<p><em>Criterion (iv",2001,,,1228.7,(ii)(iv),C,C,0
worldheritagesites.991,POINT (-0.294027778 51.48194444),1262,1084,"Royal Botanic Gardens, Kew",-0.294027778,51.48194444,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>This historic landscape garden features elements that illustrate significant periods of the art of gardens from the 18th to the 20th centuries. The gardens house botanic collections (conserved plants, living plants and documents) that have been consid","<p><em>Criterion (ii):</em> Since the 18th century, the Botanic Gardens of Kew have been closely associated with scientific and economic exchanges established throughout the world in the field of botany, and this is reflected in the richness of its colle",2003,,,132,(ii)(iii)(iv),C,C,0
worldheritagesites.992,POINT (-5.383611111 50.13611111),1392,1215,Cornwall and West Devon Mining Landscape,-5.383611111,50.13611111,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>Much of the landscape of Cornwall and West Devon was transformed in the 18th and early 19th centuries as a result of the rapid growth of pioneering copper and tin mining. Its deep underground mines, engine houses, foundries, new towns, smallholdings,",,2006,,,19719,(ii)(iii)(iv),C,C,0
worldheritagesites.993,POINT (-3.087777778 52.97027778),1583,1303,Pontcysyllte Aqueduct and Canal,-3.087777778,52.97027778,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>Situated in north-eastern Wales, the 18 kilometre long Pontcysyllte Aqueduct and Canal is a feat of civil engineering of the Industrial Revolution, completed in the early years of the 19th century. Covering a difficult geographical setting, the buildi",,2009,,,105,(i)(ii)(iv),C,C,0
worldheritagesites.994,POINT (-3.388888889 56.00111111),2046,1485,The Forth Bridge,-3.388888889,56.00111111,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>This railway bridge, crossing the <span>Forth </span>estuary in Scotland, <span>had </span>the world?s <span>longest spans </span>(<span>541 m</span>) when <span>i</span>t opened in 1890<span>. It remains one of the greatest cantilever trussed </span>",,2015,,,7.5,(i)(iv),C,C,0
worldheritagesites.995,POINT (-5.342061111 36.12266944),2087,1500,Gorham's Cave Complex,-5.342061111,36.12266944,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<span>The steep limestone cliffs on the eastern side of the Rock of Gibraltar contain four caves with archaeological and paleontological deposits that provide evidence of Neanderthal occupation over a span of more than 125,000 years. This exceptional tes",,2016,,,28,(iii),C,C,0
worldheritagesites.996,POINT (-2.358611111 51.38138889),495,428,City of Bath,-2.358611111,51.38138889,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>Founded by the Romans as a thermal spa, Bath became an important centre of the wool industry in the Middle Ages. In the 18th century, under George III, it developed into an elegant town with neoclassical Palladian buildings, which blend harmoniously w",,1987,,,2900,(i)(ii)(iv),C,C,0
worldheritagesites.997,POINT (-2.989888889 50.70555556),1202,1029,Dorset and East Devon Coast,-2.989888889,50.70555556,United Kingdom of Great Britain and Northern Ireland,Europe and North America,,"<p>The cliff exposures along the Dorset and East Devon coast provide an almost continuous sequence of rock formations spanning the Mesozoic Era, or some 185 million years of the earth's history. The area's important fossil sites and classic coastal geomo","<p><em>Criterion (viii):</em> The coastal exposures within the site provide an almost continuous sequence of Triassic, Jurassic and Cretaceous rock formations spanning the Mesozoic Era and document approximately 185 million years of Earth history. The si",2001,,,2550,(viii),N,N,0
worldheritagesites.998,POINT (35.54083 -3.18722),1639,39,Ngorongoro Conservation Area,35.54083,-3.18722,United Republic of Tanzania,Africa,Bis,"<p>The Ngorongoro Conservation Area spans vast expanses of highland plains, savanna, savanna woodlands and forests. Established in 1959 as a multiple land use area, with wildlife coexisting with semi-nomadic Maasai pastoralists practicing traditional liv",,1979,2010,1984-1989,809440,(iv)(vii)(viii)(ix)(x),C/N,C/N,0
worldheritagesites.999,POINT (39.52278 -8.95778),159,144,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,39.52278,-8.95778,United Republic of Tanzania,Africa,,"<p>The remains of two great East African ports admired by early European explorers are situated on two small islands near the coast. From the 13th to the 16th century, the merchants of Kilwa dealt in gold, silver, pearls, perfumes, Arabian crockery, Pers",,1981,,2004-2014,0,(iii),C,C,0
worldheritagesites.1000,POINT (34.56667 -2.33333),174,156,Serengeti National Park,34.56667,-2.33333,United Republic of Tanzania,Africa,,"<p>The vast plains of the Serengeti comprise 1.5 million ha of savannah. The annual migration to permanent water holes of vast herds of herbivores (wildebeest, gazelles and zebras), followed by their predators, is one of the most impressive natural event",,1981,,,1476300,(vii)(x),N,N,0
worldheritagesites.1001,POINT (39.18917 -6.16306),192,173,Stone Town of Zanzibar,39.18917,-6.16306,United Republic of Tanzania,Africa,Rev,"<p>The Stone Town of Zanzibar is a fine example of the Swahili coastal trading towns of East Africa. It retains its urban fabric and townscape virtually intact and contains many fine buildings that reflect its particular culture, which has brought togeth","<p><em>Criterion ii</em> : The Stone Town of Zanzibar is an outstanding material manifestation of cultural fusion and harmonization.</p>
<p><em>Criterion iii</em> : For many centuries there was intense seaborne trading activity between Asia and Africa, a",2000,,,96,(ii)(iii)(vi),C,C,0
worldheritagesites.1002,POINT (37.4 -9),1924,199,Selous Game Reserve,37.4,-9,United Republic of Tanzania,Africa,Bis,"<p>Large numbers of elephants, black rhinoceroses, cheetahs, giraffes, hippopotamuses and crocodiles live in this immense sanctuary, which measures 50,000 km<sup>2</sup> and is relatively undisturbed by human impact. The park has a variety of vegetation",,1982,,2014,5120000,(ix)(x),N,ND,0
worldheritagesites.1003,POINT (37.36667 -3.06667),466,403,Kilimanjaro National Park,37.36667,-3.06667,United Republic of Tanzania,Africa,,"<p>At 5,895 m, Kilimanjaro is the highest point in Africa. This volcanic massif stands in splendid isolation above the surrounding plains, with its snowy peak looming over the savannah. The mountain is encircled by mountain forest. Numerous mammals, many",,1987,,,75575,(vii),N,N,0
worldheritagesites.1004,POINT (35.83388889 -4.724444444),1449,1183,Kondoa Rock-Art Sites,35.83388889,-4.724444444,United Republic of Tanzania,Africa,rev,"<p>On the eastern slopes of the Masai escarpment bordering the Great Rift Valley are natural rock shelters, overhanging slabs of sedimentary rocks fragmented by rift faults, whose vertical planes have been used for rock paintings for at least two millenn",,2006,,,233600,(iii)(vi),C,C,0
worldheritagesites.1005,POINT (-80.99638889 25.55444444),82,76,Everglades National Park,-80.99638889,25.55444444,United States of America,Europe and North America,,"<p>This site at the southern tip of Florida has been called 'a river of grass flowing imperceptibly from the hinterland into the sea'. The exceptional variety of its water habitats has made it a sanctuary for a large number of birds and reptiles, as well",,1979,,1993-2007; 2010,567017,(viii)(ix)(x),N,ND,0
worldheritagesites.1006,POINT (-110.82778 44.46056),31,28,Yellowstone National Park,-110.82778,44.46056,United States of America,Europe and North America,,"<p>The vast natural forest of Yellowstone National Park covers nearly 9,000 km<sup>2</sup> ; 96% of the park lies in Wyoming, 3% in Montana and 1% in Idaho. Yellowstone contains half of all the world's known geothermal features, with more than 10,000 exa",,1978,,1995-2003,898349,(vii)(viii)(ix)(x),N,N,0
worldheritagesites.1007,POINT (-108.4855556 37.26166667),30,27,Mesa Verde National Park,-108.4855556,37.26166667,United States of America,Europe and North America,,"<p>A great concentration of ancestral Pueblo Indian dwellings, built from the 6th to the 12th century, can be found on the Mesa Verde plateau in south-west Colorado at an altitude of more than 2,600 m. Some 4,400 sites have been recorded, including villa",,1978,,,21043,(iii),C,C,0
worldheritagesites.1008,POINT (-112.0905556 36.10083333),81,75,Grand Canyon National Park,-112.0905556,36.10083333,United States of America,Europe and North America,,"<p>Carved out by the Colorado River, the Grand Canyon (nearly 1,500 m deep) is the most spectacular gorge in the world. Located in the state of Arizona, it cuts across the Grand Canyon National Park. Its horizontal strata retrace the geological history o",,1979,,,493270,(vii)(viii)(ix)(x),N,N,0
worldheritagesites.1009,POINT (-75.15 39.94861111),84,78,Independence Hall,-75.15,39.94861111,United States of America,Europe and North America,,<p>The Declaration of Independence (1776) and the Constitution of the United States (1787) were both signed in this building in Philadelphia. The universal principles of freedom and democracy set forth in these documents are of fundamental importance to,,1979,,,2,(vi),C,C,0
worldheritagesites.1010,POINT (-123.9980556 41.37388889),147,134,Redwood National and State Parks,-123.9980556,41.37388889,United States of America,Europe and North America,,"<p>Redwood National Park comprises a region of coastal mountains bordering the Pacific Ocean north of San Francisco. It is covered with a magnificent forest of coastal redwood trees, the tallest and most impressive trees in the world. The marine and land",,1980,,,56883,(vii)(ix),N,N,0
worldheritagesites.1011,POINT (-86.10305556 37.18722222),168,150,Mammoth Cave National Park,-86.10305556,37.18722222,United States of America,Europe and North America,,"<p>Mammoth Cave National Park, located in the state of Kentucky, has the world's largest network of natural caves and underground passageways, which are characteristic examples of limestone formations. The park and its underground network of more than 56",,1981,,,21191,(vii)(viii)(x),N,N,0
worldheritagesites.1012,POINT (-123.4488889 47.74833333),169,151,Olympic National Park,-123.4488889,47.74833333,United States of America,Europe and North America,,"<p>Located in the north-west of Washington State, Olympic National Park is renowned for the diversity of its ecosystems. Glacier-clad peaks interspersed with extensive alpine meadows are surrounded by an extensive old growth forest, among which is the be",,1981,,,,(vii)(ix),N,N,0
worldheritagesites.1013,POINT (-90.06138889 38.65861111),219,198,Cahokia Mounds State Historic Site,-90.06138889,38.65861111,United States of America,Europe and North America,,"<p>Cahokia Mounds, some 13 km north-east of St Louis, Missouri, is the largest pre-Columbian settlement north of Mexico. It was occupied primarily during the Mississippian period (800?1400), when it covered nearly 1,600 ha and included some 120 mounds. I",,1982,,,591,(iii)(iv),C,C,0
worldheritagesites.1014,POINT (-83.43555556 35.59305556),289,259,Great Smoky Mountains National Park,-83.43555556,35.59305556,United States of America,Europe and North America,,"<p>Stretching over more than 200,000 ha, this exceptionally beautiful park is home to more than 3,500 plant species, including almost as many trees (130 natural species) as in all of Europe. Many endangered animal species are also found there, including",,1983,,,209000,(vii)(viii)(ix)(x),N,N,0
worldheritagesites.1015,POINT (-66.125 18.46666667),296,266,La Fortaleza and San Juan National Historic Site in Puerto Rico,-66.125,18.46666667,United States of America,Europe and North America,,"<p>Between the 15th and 19th centuries, a series of defensive structures was built at this strategic point in the Caribbean Sea to protect the city and the Bay of San Juan. They represent a fine display of European military architecture adapted to harbou",,1983,,,0,(vi),C,C,0
worldheritagesites.1016,POINT (-74.04472222 40.68944444),346,307,Statue of Liberty,-74.04472222,40.68944444,United States of America,Europe and North America,,"<p>Made in Paris by the French sculptor Bartholdi, in collaboration with Gustave Eiffel (who was responsible for the steel framework), this towering monument to liberty was a gift from France on the centenary of American independence. Inaugurated in 1886",,1984,,,5,(i)(vi),C,C,0
worldheritagesites.1017,POINT (-119.5966667 37.74611111),347,308,Yosemite National Park,-119.5966667,37.74611111,United States of America,Europe and North America,,"<p>Yosemite National Park lies in the heart of California. With its 'hanging' valleys, many waterfalls, cirque lakes, polished domes, moraines and U-shaped valleys, it provides an excellent overview of all kinds of granite relief fashioned by glaciation.",,1984,,,308283,(vii)(viii),N,N,0
worldheritagesites.1018,POINT (-107.9708333 36.06377778),405,353,Chaco Culture,-107.9708333,36.06377778,United States of America,Europe and North America,rev,"<p>For over 2,000 years, Pueblo peoples occupied a vast region of the south-western United States. Chaco Canyon, a major centre of ancestral Pueblo culture between 850 and 1250, was a focus for ceremonials, trade and political activity for the prehistori",,1987,,,0,(iii),C,C,0
worldheritagesites.1019,POINT (-155.1236111 19.40083333),472,409,Hawaii Volcanoes National Park,-155.1236111,19.40083333,United States of America,Europe and North America,,"<p>This site contains two of the most active volcanoes in the world, Mauna Loa (4,170 m high) and Kilauea (1,250 m high), both of which tower over the Pacific Ocean. Volcanic eruptions have created a constantly changing landscape, and the lava flows reve",,1987,,,87940,(viii),N,N,0
worldheritagesites.1020,POINT (-78.50388889 38.03277778),2126,442,Monticello and the University of Virginia in Charlottesville,-78.50388889,38.03277778,United States of America,Europe and North America,,"<p>Thomas Jefferson (1743?1826), author of the American Declaration of Independence and third president of the United States, was also a talented architect of neoclassical buildings. He designed Monticello (1769?1809), his plantation home, and his ideal",,1987,,,795.96,(i)(iv)(vi),C,C,0
worldheritagesites.1021,POINT (-105.54167 36.43889),573,492,Taos Pueblo,-105.54167,36.43889,United States of America,Europe and North America,rev,"<p>Situated in the valley of a small tributary of the Rio Grande, this adobe settlement ? consisting of dwellings and ceremonial buildings ? represents the culture of the Pueblo Indians of Arizona and New Mexico.</p>",,1992,,,19.01,(iv),C,C,0
